序号,发射地省份,地市,区县,发射台名,频道,发射功率(千瓦),节目
12070,新疆维吾尔自治区,塔城地区,沙湾县,沙湾电视发射台,DS-22,1,中七等4套节目
12071,新疆维吾尔自治区,塔城地区,沙湾县,沙湾县广播电视发射台,DS-25,1,新疆电视台汉语综艺频道、汉语经济生活频道、汉语体育健康频道、哈萨克语综艺频道、少儿频道节目
12072,新疆维吾尔自治区,塔城地区,沙湾县,沙湾县广播电视发射台,DS-39,1,新疆教育电视台教育教学节目，塔城地区广播电视台汉语综合频道、哈语综合频道、经济信息频道节目，沙湾县广播电视台电视节目
12073,新疆维吾尔自治区,塔城地区,塔城市,巴克图口岸发射台,DS-42,0.3,中一等8套节目
12074,新疆维吾尔自治区,塔城地区,塔城市,巴克图口岸发射台,DS-45,0.3,中七等4套节目
12075,新疆维吾尔自治区,塔城地区,塔城市,塔城地区电视发射台,DS-13,1,新疆电视台哈萨克语综艺频道、汉语综艺频道、汉语经济生活频道、汉语体育健康频道、少儿频道节目，新疆教育电视台教育教学节目，塔城地区广播电视台哈语综合频道、经济信息频道节目
12076,新疆维吾尔自治区,塔城地区,托里县,库普乡广播电视站,DS-13,1,中一等8套节目
12077,新疆维吾尔自治区,塔城地区,托里县,库普乡广播电视站,DS-19,1,中七等4套节目
12078,新疆维吾尔自治区,塔城地区,托里县,托里电视转播台,DS-45,1,中一等8套节目
12079,新疆维吾尔自治区,塔城地区,托里县,托里电视转播台,DS-47,1,中七等4套节目
12080,新疆维吾尔自治区,塔城地区,托里县,托里乌雪特电视转播台,DS-42,1,中一等8套节目
12081,新疆维吾尔自治区,塔城地区,托里县,托里乌雪特电视转播台,DS-43,1,中七等4套节目
12082,新疆维吾尔自治区,塔城地区,托里县,托里县广播电视发射台,DS-33,1,新疆电视台汉语综艺频道、汉语经济生活频道、汉语体育健康频道、哈萨克语综艺频道、少儿频道节目
12083,新疆维吾尔自治区,塔城地区,托里县,托里县广播电视发射台,DS-39,1,新疆教育电视台教育教学节目，塔城地区广播电视台汉语综合频道、哈语综合频道、经济信息频道节目，托里县广播电视台电视节目
12084,新疆维吾尔自治区,塔城地区,乌苏市,古尔图镇广播电视站,DS-32,1,中一等8套节目
12085,新疆维吾尔自治区,塔城地区,乌苏市,古尔图镇广播电视站,DS-26,1,中七等4套节目
12086,新疆维吾尔自治区,塔城地区,乌苏市,乌苏电视转播台,DS-31,1,中一等8套节目
12087,新疆维吾尔自治区,塔城地区,乌苏市,乌苏电视转播台,DS-38,1,中七等4套节目
12088,新疆维吾尔自治区,塔城地区,乌苏市,乌苏市广播电视发射台,DS-13,1,新疆电视台汉语综艺频道、汉语经济生活频道、汉语体育健康频道、哈萨克语综艺频道、少儿频道节目
12089,新疆维吾尔自治区,塔城地区,乌苏市,乌苏市广播电视发射台,DS-14,1,新疆教育电视台教育教学节目，塔城地区广播电视台汉语综合频道、哈语综合频道、经济信息频道节目，乌苏市广播电视台电视节目
12090,新疆维吾尔自治区,塔城地区,裕民县,裕民电视转播台,DS-29,1,中一等8套节目
12091,新疆维吾尔自治区,塔城地区,裕民县,裕民电视转播台,DS-46,1,中七等4套节目
12092,新疆维吾尔自治区,塔城地区,裕民县,裕民县广播电视发射台,DS-39,1,新疆电视台汉语综艺频道、汉语经济生活频道、汉语体育健康频道、哈萨克语综艺频道、少儿频道节目
12093,新疆维吾尔自治区,塔城地区,裕民县,裕民县广播电视发射台,DS-41,1,新疆教育电视台教育教学节目，塔城地区广播电视台汉语综合频道、哈语综合频道、经济信息频道节目，裕民县广播电视台电视节目
12094,新疆维吾尔自治区,塔城地区,塔城地区,塔城电视发射台,DS-21,1,中一等8套节目
12095,新疆维吾尔自治区,塔城地区,塔城地区,塔城电视发射台,DS-19,1,中七等4套节目
12096,新疆维吾尔自治区,吐鲁番地区,鄯善县,鲁克沁镇电视转播站,DS-25,1,中一等8套节目
12097,新疆维吾尔自治区,吐鲁番地区,鄯善县,鲁克沁镇电视转播站,DS-29,1,中七等4套节目
12098,新疆维吾尔自治区,吐鲁番地区,鄯善县,七克台电视发射台,DS-25,1,中一等8套节目
12099,新疆维吾尔自治区,吐鲁番地区,鄯善县,七克台电视发射台,DS-29,1,中七等4套节目
12100,新疆维吾尔自治区,吐鲁番地区,鄯善县,鄯善电视转播台,DS-25,1,中一等8套节目
12101,新疆维吾尔自治区,吐鲁番地区,鄯善县,鄯善电视转播台,DS-29,1,中七等4套节目
12102,新疆维吾尔自治区,吐鲁番地区,吐鲁番市,大河沿镇广播电视站,DS-38,1,中一等8套节目
12103,新疆维吾尔自治区,吐鲁番地区,吐鲁番市,大河沿镇广播电视站,DS-32,1,中七等4套节目
12104,新疆维吾尔自治区,吐鲁番地区,吐鲁番市,胜金电视转播台,DS-38,1,中一等8套节目
12105,新疆维吾尔自治区,吐鲁番地区,吐鲁番市,胜金电视转播台,DS-32,1,中七等4套节目
12106,新疆维吾尔自治区,吐鲁番地区,托克逊县,托克逊电视转播台,DS-14,1,中一等8套节目
12107,新疆维吾尔自治区,吐鲁番地区,托克逊县,托克逊电视转播台,DS-16,1,中七等4套节目
12108,新疆维吾尔自治区,吐鲁番地区,吐鲁番地区,吐鲁番电视发射台,DS-38,1,中一等8套节目
12109,新疆维吾尔自治区,吐鲁番地区,吐鲁番地区,吐鲁番电视发射台,DS-32,1,中七等4套节目
12110,新疆维吾尔自治区,吐鲁番市,高昌区,吐鲁番地区广播电视发射台,DS-39,1,新疆电视台汉语经济生活频道、汉语影视频道、维吾尔语影视频道、少儿频道、汉语体育健康频道节目，吐鲁番地区广播电视台维语综合频道、汉语影视文艺频道节目
12111,新疆维吾尔自治区,吐鲁番市,鄯善县,鄯善县广播电视发射台,DS-27,1,新疆电视台汉语综艺频道、汉语经济生活频道、汉语影视频道、维吾尔语影视频道、少儿频道节目
12112,新疆维吾尔自治区,吐鲁番市,鄯善县,鄯善县广播电视发射台,DS-35,1,新疆电视台汉语体育健康频道节目，吐鲁番地区广播电视台汉语综合频道、维语综合频道、汉语影视文艺频道节目，鄯善县广播电视台电视节目
12113,新疆维吾尔自治区,乌鲁木齐市,33,新疆电视转播台,DS-20,1,中一等8套节目
12114,新疆维吾尔自治区,乌鲁木齐市,33,新疆电视转播台,DS-22,1,中七等4套节目
12115,新疆维吾尔自治区,乌鲁木齐市,达坂城区,达板城电视转播台,DS-23,1,中一等8套节目
12116,新疆维吾尔自治区,乌鲁木齐市,达坂城区,达板城电视转播台,DS-17,1,中七等4套节目
12117,新疆维吾尔自治区,乌鲁木齐市,达坂城区,达坂城区电视发射台,DS-25,1,新疆电视台维吾尔语综艺频道、哈萨克语综艺频道，乌鲁木齐市电视台汉语综合频道、维吾尔语综合频道、汉语影视频道、都市生活频道、旅游频道、妇女儿童频道
12118,新疆维吾尔自治区,乌鲁木齐市,市辖区,乌鲁木齐市电视发射台,DS-25,1,新疆电视台维吾尔语综艺频道、哈萨克语综艺频道，乌鲁木齐市电视台汉语综合频道、维吾尔语综合频道、汉语影视频道、都市生活频道、旅游频道、妇女儿童频道
12119,新疆维吾尔自治区,乌鲁木齐市,水磨沟区,乌鲁木齐市人民广播电台发射机房,DS-14,1,中一等8套节目
12120,新疆维吾尔自治区,乌鲁木齐市,水磨沟区,乌鲁木齐市人民广播电台发射机房,DS-40,1,中七等4套节目
12121,新疆维吾尔自治区,乌鲁木齐市,乌鲁木齐县,乌鲁木齐县电视发射台,DS-25,1,新疆电视台维吾尔语综艺频道、哈萨克语综艺频道，乌鲁木齐市电视台汉语综合频道、维吾尔语综合频道、汉语影视频道、都市生活频道、旅游频道、妇女儿童频道
12122,新疆维吾尔自治区,伊犁哈萨克自治州,察布查尔锡伯自治县,察布查尔锡伯自治县广播电视发射台,DS-17,0.3,中一等8套节目
12123,新疆维吾尔自治区,伊犁哈萨克自治州,察布查尔锡伯自治县,察布查尔锡伯自治县广播电视发射台,DS-48,0.3,中七等4套节目
12124,新疆维吾尔自治区,伊犁哈萨克自治州,察布查尔锡伯自治县,都拉塔口岸发射台,DS-17,0.3,中一等8套节目
12125,新疆维吾尔自治区,伊犁哈萨克自治州,察布查尔锡伯自治县,都拉塔口岸发射台,DS-48,0.3,中七等4套节目
12126,新疆维吾尔自治区,伊犁哈萨克自治州,察布查尔锡伯自治县,察布查尔锡伯自治县广播电视发射台,DS-28,1,新疆电视台汉语综艺频道、维吾尔语影视频道、哈萨克语综艺频道节目，伊犁哈萨克自治州电视台汉语综合频道、哈语综合频道、维语综合频道、汉语经济频道节目，察布查尔锡伯自治县广播电视台电视节目
12127,新疆维吾尔自治区,伊犁哈萨克自治州,察布查尔锡伯自治县,察布查尔锡伯自治县,DS-14,1,新疆电视台汉语经济生活频道、汉语体育健康频道、汉语信息服务频道、少儿频道、维吾尔语经济生活频道，新疆教育电视台教育教学频道节目
12128,新疆维吾尔自治区,伊犁哈萨克自治州,巩留县,巩留电视转播台,DS-17,1,中一等8套节目
12129,新疆维吾尔自治区,伊犁哈萨克自治州,巩留县,巩留电视转播台,DS-48,1,中七等4套节目
12130,新疆维吾尔自治区,伊犁哈萨克自治州,巩留县,巩留县广播电视发射台,DS-30,1,新疆电视台维吾尔语影视频道、维吾尔语经济生活频道、哈萨克语综艺频道节目，伊犁哈萨克自治州电视台汉语综合频道、哈语综合频道、维语综合频道节目
12131,新疆维吾尔自治区,伊犁哈萨克自治州,巩留县,巩留县广播电视发射台,DS-20,1,新疆电视台汉语经济生活频道、汉语体育健康频道、少儿频道节目，伊犁哈萨克自治州电视台汉语经济频道节目，巩留县广播电视台电视节目
12132,新疆维吾尔自治区,伊犁哈萨克自治州,霍城县,霍城县电视转播台,DS-17,1,中一等8套节目
12133,新疆维吾尔自治区,伊犁哈萨克自治州,霍城县,霍城县电视转播台,DS-48,1,中七等4套节目
12134,新疆维吾尔自治区,伊犁哈萨克自治州,霍城县,霍城县广播电视发射台,DS-22,1,新疆电视台维吾尔语影视频道、维吾尔语经济生活频道、哈萨克语综艺频道节目，伊犁哈萨克自治州电视台汉语综合频道、哈语综合频道、维语综合频道节目
12135,新疆维吾尔自治区,伊犁哈萨克自治州,霍城县,霍城县广播电视发射台,DS-32,1,新疆电视台汉语经济生活频道、汉语体育健康频道、少儿频道节目，伊犁哈萨克自治州电视台汉语经济频道节目，霍城县广播电视台电视节目
12136,新疆维吾尔自治区,伊犁哈萨克自治州,霍城县,霍尔果斯口岸广播电视发射台,DS-20,1,新疆电视台维吾尔语影视频道、哈萨克语综艺频道节目，伊犁哈萨克自治州电视台汉语综合频道、哈语综合频道、维语综合频道节目
12137,新疆维吾尔自治区,伊犁哈萨克自治州,霍城县,霍尔果斯口岸广播电视发射台,DS-26,1,新疆电视台维吾尔语经济生活频道、汉语经济生活频道、汉语体育健康频道、少儿频道节目，伊犁哈萨克自治州电视台汉语经济频道节目
12138,新疆维吾尔自治区,伊犁哈萨克自治州,霍尔果斯市,霍尔果斯电视转播台,DS-17,1,中一等8套节目
12139,新疆维吾尔自治区,伊犁哈萨克自治州,霍尔果斯市,霍尔果斯电视转播台,DS-48,1,中七等4套节目
12140,新疆维吾尔自治区,伊犁哈萨克自治州,奎屯市,奎屯电视转播台,DS-28,1,中一等8套节目
12141,新疆维吾尔自治区,伊犁哈萨克自治州,奎屯市,奎屯电视转播台,DS-41,1,中七等4套节目
12142,新疆维吾尔自治区,伊犁哈萨克自治州,奎屯市,奎屯市广播电视发射台,DS-19,1,新疆电视台维吾尔语影视频道、维吾尔语经济生活频道、哈萨克语综艺频道节目，伊犁哈萨克自治州电视台汉语综合频道、哈语综合频道、维语综合频道节目
12143,新疆维吾尔自治区,伊犁哈萨克自治州,奎屯市,奎屯市广播电视发射台,DS-20,1,新疆电视台汉语经济生活频道、汉语体育健康频道、少儿频道节目，伊犁哈萨克自治州电视台汉语经济频道节目，奎屯市广播电视台电视节目
12144,新疆维吾尔自治区,伊犁哈萨克自治州,尼勒克县,喀拉苏电视发射台,DS-15,1,中一等8套节目
12145,新疆维吾尔自治区,伊犁哈萨克自治州,尼勒克县,喀拉苏电视发射台,DS-20,1,中七等4套节目
12146,新疆维吾尔自治区,伊犁哈萨克自治州,尼勒克县,尼勒克电视转播台,DS-13,1,中一等8套节目
12147,新疆维吾尔自治区,伊犁哈萨克自治州,尼勒克县,尼勒克电视转播台,DS-31,1,中七等4套节目
12148,新疆维吾尔自治区,伊犁哈萨克自治州,尼勒克县,尼勒克县广播电视发射台,DS-33,1,新疆电视台维吾尔语影视频道、维吾尔语经济生活频道、哈萨克语综艺频道节目，伊犁哈萨克自治州电视台汉语综合频道、哈语综合频道、维语综合频道节目
12149,新疆维吾尔自治区,伊犁哈萨克自治州,尼勒克县,尼勒克县广播电视发射台,DS-39,1,新疆电视台汉语经济生活频道、汉语体育健康频道、少儿频道节目，伊犁哈萨克自治州电视台汉语经济频道节目，尼勒克县广播电视台电视节目
12150,新疆维吾尔自治区,伊犁哈萨克自治州,特克斯县,特克斯电视转播台,DS-18,1,中一等8套节目
12151,新疆维吾尔自治区,伊犁哈萨克自治州,特克斯县,特克斯电视转播台,DS-24,1,中七等4套节目
12152,新疆维吾尔自治区,伊犁哈萨克自治州,特克斯县,特克斯县广播电视发射台,DS-29,1,新疆电视台维吾尔语影视频道、维吾尔语经济生活频道、哈萨克语综艺频道节目，伊犁哈萨克自治州电视台汉语综合频道、哈语综合频道、维语综合频道节目
12153,新疆维吾尔自治区,伊犁哈萨克自治州,特克斯县,特克斯县广播电视发射台,DS-35,1,新疆电视台汉语经济生活频道、汉语体育健康频道、少儿频道节目，伊犁哈萨克自治州电视台汉语经济频道节目，特克斯县广播电视台电视节目
12154,新疆维吾尔自治区,伊犁哈萨克自治州,新源县,卡普河牧区电视转播台,DS-26,1,中一等8套节目
12155,新疆维吾尔自治区,伊犁哈萨克自治州,新源县,卡普河牧区电视转播台,DS-48,1,中七等4套节目
12156,新疆维吾尔自治区,伊犁哈萨克自治州,新源县,新源电视转播台,DS-13,1,中一等8套节目
12157,新疆维吾尔自治区,伊犁哈萨克自治州,新源县,新源电视转播台,DS-19,1,中七等4套节目
12158,新疆维吾尔自治区,伊犁哈萨克自治州,新源县,新源县广播电视发射台,DS-16,1,新疆电视台维吾尔语影视频道、维吾尔语经济生活频道、哈萨克语综艺频道节目，伊犁哈萨克自治州电视台汉语综合频道、哈语综合频道、维语综合频道节目
12159,新疆维吾尔自治区,伊犁哈萨克自治州,新源县,新源县广播电视发射台,DS-25,1,新疆电视台汉语经济生活频道、汉语体育健康频道、少儿频道节目，伊犁哈萨克自治州电视台汉语经济频道节目，新源县广播电视台电视节目
12160,新疆维吾尔自治区,伊犁哈萨克自治州,伊宁市,伊宁市电视发射台,DS-40,1,新疆电视台汉语综艺频道、维吾尔语综艺频道、哈萨克语综艺频道、汉语经济生活频道、维吾尔语经济生活频道、汉语影视频道
12161,新疆维吾尔自治区,伊犁哈萨克自治州,伊宁市,伊宁市电视发射台,DS-44,1,新疆电视台汉语体育健康频道、汉语信息服务频道、少儿频道；伊犁哈萨克自治州电视台哈语综合频道、维语综合频道、汉语经济频道；伊宁市广播电视台电视节目
12162,新疆维吾尔自治区,伊犁哈萨克自治州,伊宁县,伊宁县广播电视发射台,DS-17,1,中一等8套节目
12163,新疆维吾尔自治区,伊犁哈萨克自治州,伊宁县,伊宁县广播电视发射台,DS-48,1,中七等4套节目
12164,新疆维吾尔自治区,伊犁哈萨克自治州,伊宁县,伊宁县广播电视发射台,DS-42,1,新疆电视台汉语综艺频道、维吾尔语影视频道、哈萨克语综艺频道节目，伊犁哈萨克自治州电视台汉语综合频道、哈语综合频道、维语综合频道、汉语经济频道节目，伊宁县广播电视台电视节目
12165,新疆维吾尔自治区,伊犁哈萨克自治州,伊宁县,伊宁县广播电视发射台,DS-26,0.3,新疆电视台汉语经济生活频道、汉语体育健康频道、汉语信息服务频道、少儿频道、维吾尔语经济生活频道，新疆教育电视台教育教学频道节目
12166,新疆维吾尔自治区,伊犁哈萨克自治州,昭苏县,夏特乡广播电视站,DS-22,1,中一等8套节目
12167,新疆维吾尔自治区,伊犁哈萨克自治州,昭苏县,夏特乡广播电视站,DS-16,1,中七等4套节目
12168,新疆维吾尔自治区,伊犁哈萨克自治州,昭苏县,昭苏电视转播台,DS-28,1,中一等8套节目
12169,新疆维吾尔自治区,伊犁哈萨克自治州,昭苏县,昭苏电视转播台,DS-43,1,中七等4套节目
12170,新疆维吾尔自治区,伊犁哈萨克自治州,昭苏县,昭苏县广播电视发射台,DS-26,1,新疆电视台维吾尔语影视频道、维吾尔语经济生活频道、哈萨克语综艺频道节目，伊犁哈萨克自治州电视台汉语综合频道、哈语综合频道、维语综合频道节目
12171,新疆维吾尔自治区,伊犁哈萨克自治州,昭苏县,昭苏县广播电视发射台,DS-30,1,新疆电视台汉语经济生活频道、汉语体育健康频道、少儿频道节目，伊犁哈萨克自治州电视台汉语经济频道节目，昭苏县广播电视台电视节目
12172,新疆维吾尔自治区,伊犁哈萨克自治州,伊犁哈萨克自治州,伊犁州电视发射台,DS-17,1,中一等8套节目
12173,新疆维吾尔自治区,伊犁哈萨克自治州,伊犁哈萨克自治州,伊犁州电视发射台,DS-48,1,中七等4套节目
12174,新疆维吾尔自治区,自治区直辖县级行政单位,自治区直辖县级行政单位,石河子电视发射台,DS-13,1,中一等8套节目
12175,新疆维吾尔自治区,自治区直辖县级行政单位,自治区直辖县级行政单位,石河子电视发射台,DS-45,1,中七等4套节目
12176,新疆生产建设兵团,阿克苏地区,阿克苏市,1团广播电视转播台,DS-37,1,中一等8套节目
12177,新疆生产建设兵团,阿克苏地区,阿克苏市,1团广播电视转播台,DS-43,1,中七等4套节目
12178,新疆生产建设兵团,阿克苏地区,阿克苏市,2团广播电视转播台,DS-37,1,中一等8套节目
12179,新疆生产建设兵团,阿克苏地区,阿克苏市,2团广播电视转播台,DS-43,1,中七等4套节目
12180,新疆生产建设兵团,阿克苏地区,阿瓦提县,3团广播电视转播台,DS-37,1,中一等8套节目
12181,新疆生产建设兵团,阿克苏地区,阿瓦提县,3团广播电视转播台,DS-43,1,中七等4套节目
12182,新疆生产建设兵团,阿克苏地区,温宿县,5团广播电视转播台,DS-37,1,中一等8套节目
12183,新疆生产建设兵团,阿克苏地区,温宿县,5团广播电视转播台,DS-43,1,中七等4套节目
12184,新疆生产建设兵团,阿克苏地区,温宿县,6团广播电视转播台,DS-37,1,中一等8套节目
12185,新疆生产建设兵团,阿克苏地区,温宿县,6团广播电视转播台,DS-43,1,中七等4套节目
12186,新疆生产建设兵团,阿克苏地区,乌什县,4团广播电视转播台,DS-37,1,中一等8套节目
12187,新疆生产建设兵团,阿克苏地区,乌什县,4团广播电视转播台,DS-43,1,中七等4套节目
12188,新疆生产建设兵团,阿勒泰地区,阿勒泰市,北屯市广播电视发射台,DS-39,1,中一等8套节目
12189,新疆生产建设兵团,阿勒泰地区,阿勒泰市,北屯市广播电视发射台,DS-44,1,中七等4套节目
12190,新疆生产建设兵团,阿勒泰地区,阿勒泰市,181团广播电视转播台,DS-39,1,中一等8套节目
12191,新疆生产建设兵团,阿勒泰地区,阿勒泰市,181团广播电视转播台,DS-44,1,中七等4套节目
12192,新疆生产建设兵团,阿勒泰地区,福海县,182团广播电视转播台,DS-20,1,中一等8套节目
12193,新疆生产建设兵团,阿勒泰地区,福海县,182团广播电视转播台,DS-21,1,中七等4套节目
12194,新疆生产建设兵团,阿勒泰地区,福海县,183团广播电视转播台,DS-39,1,中一等8套节目
12195,新疆生产建设兵团,阿勒泰地区,福海县,183团广播电视转播台,DS-44,1,中七等4套节目
12196,新疆生产建设兵团,阿勒泰地区,哈巴河县,185团广播电视转播台,DS-19,1,中一等8套节目
12197,新疆生产建设兵团,阿勒泰地区,哈巴河县,185团广播电视转播台,DS-32,1,中七等4套节目
12198,新疆生产建设兵团,阿勒泰地区,吉木乃县,186团广播电视转播台,DS-34,1,中一等8套节目
12199,新疆生产建设兵团,阿勒泰地区,吉木乃县,186团广播电视转播台,DS-46,1,中七等4套节目
12200,新疆生产建设兵团,巴音郭楞蒙古自治州,和静县,22团广播电视转播台,DS-18,1,中一等8套节目
12201,新疆生产建设兵团,巴音郭楞蒙古自治州,和静县,22团广播电视转播台,DS-40,1,中七等4套节目
12202,新疆生产建设兵团,巴音郭楞蒙古自治州,和静县,23团广播电视转播台,DS-18,1,中一等8套节目
12203,新疆生产建设兵团,巴音郭楞蒙古自治州,和静县,23团广播电视转播台,DS-40,1,中七等4套节目
12204,新疆生产建设兵团,巴音郭楞蒙古自治州,和硕县,26团广播电视转播台,DS-18,1,中一等8套节目
12205,新疆生产建设兵团,巴音郭楞蒙古自治州,和硕县,26团广播电视转播台,DS-40,1,中七等4套节目
12206,新疆生产建设兵团,巴音郭楞蒙古自治州,库尔勒市,28团广播电视转播台,DS-18,1,中一等8套节目
12207,新疆生产建设兵团,巴音郭楞蒙古自治州,库尔勒市,28团广播电视转播台,DS-40,1,中七等4套节目
12208,新疆生产建设兵团,巴音郭楞蒙古自治州,库尔勒市,29团广播电视转播台,DS-18,1,中一等8套节目
12209,新疆生产建设兵团,巴音郭楞蒙古自治州,库尔勒市,29团广播电视转播台,DS-40,1,中七等4套节目
12210,新疆生产建设兵团,巴音郭楞蒙古自治州,库尔勒市,30团广播电视转播台,DS-18,1,中一等8套节目
12211,新疆生产建设兵团,巴音郭楞蒙古自治州,库尔勒市,30团广播电视转播台,DS-40,1,中七等4套节目
12212,新疆生产建设兵团,巴音郭楞蒙古自治州,若羌县,36团广播电视转播台,DS-18,1,中一等8套节目
12213,新疆生产建设兵团,巴音郭楞蒙古自治州,若羌县,36团广播电视转播台,DS-20,1,中七等4套节目
12214,新疆生产建设兵团,巴音郭楞蒙古自治州,尉犁县,31团广播电视转播台,DS-18,1,中一等8套节目
12215,新疆生产建设兵团,巴音郭楞蒙古自治州,尉犁县,31团广播电视转播台,DS-40,1,中七等4套节目
12216,新疆生产建设兵团,巴音郭楞蒙古自治州,尉犁县,32团广播电视转播台,DS-18,1,中一等8套节目
12217,新疆生产建设兵团,巴音郭楞蒙古自治州,尉犁县,32团广播电视转播台,DS-40,1,中七等4套节目
12218,新疆生产建设兵团,巴音郭楞蒙古自治州,尉犁县,34团广播电视转播台,DS-18,1,中一等8套节目
12219,新疆生产建设兵团,巴音郭楞蒙古自治州,尉犁县,34团广播电视转播台,DS-40,1,中七等4套节目
12220,新疆生产建设兵团,巴音郭楞蒙古自治州,尉犁县,35团广播电视转播台,DS-18,1,中一等8套节目
12221,新疆生产建设兵团,巴音郭楞蒙古自治州,尉犁县,35团广播电视转播台,DS-40,1,中七等4套节目
12222,新疆生产建设兵团,巴音郭楞蒙古自治州,焉耆回族自治县,27团广播电视转播台,DS-18,1,中一等8套节目
12223,新疆生产建设兵团,巴音郭楞蒙古自治州,焉耆回族自治县,27团广播电视转播台,DS-40,1,中七等4套节目
12224,新疆生产建设兵团,博尔塔拉蒙古自治州,博乐市,89团广播电视转播台,DS-45,1,中一等8套节目
12225,新疆生产建设兵团,博尔塔拉蒙古自治州,博乐市,89团广播电视转播台,DS-48,1,中七等4套节目
12226,新疆生产建设兵团,博尔塔拉蒙古自治州,博乐市,90团广播电视转播台,DS-45,1,中一等8套节目
12227,新疆生产建设兵团,博尔塔拉蒙古自治州,博乐市,90团广播电视转播台,DS-48,1,中七等4套节目
12228,新疆生产建设兵团,博尔塔拉蒙古自治州,精河县,83团广播电视转播台,DS-45,1,中一等8套节目
12229,新疆生产建设兵团,博尔塔拉蒙古自治州,精河县,83团广播电视转播台,DS-48,1,中七等4套节目
12230,新疆生产建设兵团,博尔塔拉蒙古自治州,精河县,91团广播电视转播台,DS-45,1,中一等8套节目
12231,新疆生产建设兵团,博尔塔拉蒙古自治州,精河县,91团广播电视转播台,DS-43,1,中七等4套节目
12232,新疆生产建设兵团,博尔塔拉蒙古自治州,温泉县,87团广播电视转播台,DS-45,1,中一等8套节目
12233,新疆生产建设兵团,博尔塔拉蒙古自治州,温泉县,87团广播电视转播台,DS-48,1,中七等4套节目
12234,新疆生产建设兵团,博尔塔拉蒙古自治州,温泉县,88团广播电视转播台,DS-45,1,中一等8套节目
12235,新疆生产建设兵团,博尔塔拉蒙古自治州,温泉县,88团广播电视转播台,DS-48,1,中七等4套节目
12236,新疆生产建设兵团,昌吉回族自治州,昌吉市,军户农场广播电视转播台,DS-30,1,中一等8套节目
12237,新疆生产建设兵团,昌吉回族自治州,昌吉市,军户农场广播电视转播台,DS-28,1,中七等4套节目
12238,新疆生产建设兵团,昌吉回族自治州,阜康市,土墩子农场广播电视转播台,DS-28,1,中七等4套节目
12239,新疆生产建设兵团,昌吉回族自治州,阜康市,土墩子农场广播电视转播台,DS-30,1,中一等8套节目
12240,新疆生产建设兵团,昌吉回族自治州,阜康市,大黄山煤矿广播电视转播台,DS-41,1,中七等4套节目
12241,新疆生产建设兵团,昌吉回族自治州,阜康市,大黄山煤矿广播电视转播台,DS-30,1,中一等8套节目
12242,新疆生产建设兵团,昌吉回族自治州,阜康市,222团广播电视转播台,DS-46,1,中一等8套节目
12243,新疆生产建设兵团,昌吉回族自治州,阜康市,222团广播电视转播台,DS-26,1,中七等4套节目
12244,新疆生产建设兵团,昌吉回族自治州,呼图壁县,105团广播电视转播台,DS-30,1,中一等8套节目
12245,新疆生产建设兵团,昌吉回族自治州,呼图壁县,105团广播电视转播台,DS-28,1,中七等4套节目
12246,新疆生产建设兵团,昌吉回族自治州,吉木萨尔县,红旗农场广播电视转播台,DS-43,1,中一等8套节目
12247,新疆生产建设兵团,昌吉回族自治州,吉木萨尔县,红旗农场广播电视转播台,DS-47,1,中七等4套节目
12248,新疆生产建设兵团,昌吉回族自治州,玛纳斯县,148团广播电视转播台,DS-27,1,中七等4套节目
12249,新疆生产建设兵团,昌吉回族自治州,玛纳斯县,148团广播电视转播台,DS-21,1,中一等8套节目
12250,新疆生产建设兵团,昌吉回族自治州,呼图壁县,106团广播电视转播台,DS-30,1,中一等8套节目
12251,新疆生产建设兵团,昌吉回族自治州,呼图壁县,106团广播电视转播台,DS-28,1,中七等4套节目
12252,新疆生产建设兵团,昌吉回族自治州,呼图壁县,芳草湖农场广播电视转播台,DS-30,1,中一等8套节目
12253,新疆生产建设兵团,昌吉回族自治州,呼图壁县,芳草湖农场广播电视转播台,DS-28,1,中七等4套节目
12254,新疆生产建设兵团,昌吉回族自治州,玛纳斯县,新湖农场广播电视转播台,DS-30,1,中一等8套节目
12255,新疆生产建设兵团,昌吉回族自治州,玛纳斯县,新湖农场广播电视转播台,DS-28,1,中七等4套节目
12256,新疆生产建设兵团,昌吉回族自治州,玛纳斯县,147团广播电视转播台,DS-27,1,中七等4套节目
12257,新疆生产建设兵团,昌吉回族自治州,玛纳斯县,147团广播电视转播台,DS-21,1,中一等8套节目
12258,新疆生产建设兵团,昌吉回族自治州,玛纳斯县,150团广播电视转播台,DS-27,1,中七等4套节目
12259,新疆生产建设兵团,昌吉回族自治州,玛纳斯县,150团广播电视转播台,DS-21,1,中一等8套节目
12260,新疆生产建设兵团,昌吉回族自治州,奇台县,北塔山农场广播电视转播台,DS-19,1,中一等8套节目
12261,新疆生产建设兵团,昌吉回族自治州,奇台县,北塔山农场广播电视转播台,DS-22,1,中七等4套节目
12262,新疆生产建设兵团,哈密地区,巴里坤哈萨克自治县,红山农场广播电视转播台,DS-24,1,中一等8套节目
12263,新疆生产建设兵团,哈密地区,巴里坤哈萨克自治县,红山农场广播电视转播台,DS-25,1,中七等4套节目
12264,新疆生产建设兵团,哈密地区,哈密市,红星四场广播电视转播台,DS-18,1,中一等8套节目
12265,新疆生产建设兵团,哈密地区,哈密市,红星四场广播电视转播台,DS-24,1,中七等4套节目
